DamFunctTbl_multiplier,ShipTbl1,ShipTbl2,ShipTbl3,climate scenarios,collaboration,fragility dikes,land use scenarios,model,policy,Costs,Flood damage (Milj. Euro),Number of casualties
0.07931564411519354,-0.043465858399274505,-0.04566650759274167,-0.03153081467548008,10,1.3944958220597576,0.05632926192231976,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,15837.0,763.2181
0.07861446961274463,-0.07823411626246841,-0.03511019661203056,-0.062212108653205686,4,1.3344970733378765,-0.030639860346114437,moreNature,waasmodel,RfR Small Scale,0.0,16614.0,708.6776699999998
-0.05160738135786485,0.061239599461128315,-0.044929386329405546,0.017353036432708843,15,1.1940835120119124,-0.057425587678555164,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,21474.0,818.2249
-0.0017997236212285441,-0.034019302250670194,0.0654004873729131,0.01638102935525991,12,1.0917095729925623,0.07709926708635943,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,36793.0,1258.9737300000002
-0.07929763019063012,0.06080728179559504,-0.06596191184443995,-0.0660744036227523,12,1.4414951267861975,0.02942688113770512,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,31690.0,1119.40113
0.009555439501847965,-0.008515364354458502,-0.007171838943620196,0.056307757193553326,17,1.2984896603231575,-0.055968683151850857,sustainableGrowth,waasmodel,RfR Small Scale,0.0,25307.0,643.1471999999999
-0.057355751875491835,-0.022171788920459175,0.009530093351546087,0.09985334102757194,6,1.5143441072839008,0.0369900060710528,sustainableGrowth,waasmodel,RfR Small Scale,0.0,20017.0,857.4750499999999
0.06229813471367545,-0.0614645095668842,0.029302063214413167,0.05646389501912837,6,1.1426695467142742,0.024635022752297384,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,23850.0,958.0202800000001
0.07500713519621302,-0.08218046485157916,-0.07336491365106225,0.022254623770787768,29,1.2957506704267414,0.09496410230769277,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,44461.0,1050.6823
0.0935526727266632,0.0789637259318793,0.004675823017683836,0.06530525251605365,29,1.5313369036768196,0.0620383526152824,Deurbanization,waasmodel,RfR Small Scale,0.0,22880.0,401.3287
0.013870596997209895,0.03999488947123645,-0.09369123656050823,0.09012560720938742,29,1.436159916877619,-0.019918011673391082,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,39308.0,975.1691
0.053749246807701316,-0.06354208321305202,-0.08488080959913095,0.06293939316627403,29,1.3728229434430193,0.07152238959550228,Deurbanization,waasmodel,RfR Small Scale,0.0,22849.0,404.0287
0.0629585581624957,0.09265147214555873,0.03225233622251686,-0.039649479999983465,22,1.2582244972981051,0.06503603197101013,NoChange,waasmodel,RfR Small Scale,0.0,36884.0,720.97495
-0.08939982763354523,-0.08136187294222104,-0.003603479488954911,0.06766823776163963,11,1.5975716928080643,0.09685639346715325,Deurbanization,waasmodel,RfR Small Scale,0.0,9999.0,313.25582999999995
-0.02505547284502517,-0.07746129218100224,0.06351828286691852,-0.0655208393179223,1,1.599011930527156,-0.03207130538274622,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,11479.0,520.283
0.015754090774731583,0.09488593607873824,0.0571287998019403,-0.02914824750220212,26,1.560633365258557,0.033841329522657115,NoChange,waasmodel,RfR Small Scale,0.0,27883.0,634.8964500000002
0.02183389564047622,0.08482212828097203,-0.040419418034503656,0.03034633410472015,28,1.5223221780555438,0.05231251100771203,sustainableGrowth,waasmodel,RfR Small Scale,0.0,52764.0,1107.0804200000002
0.04503801764070978,-0.07145942891862839,-0.03536604067137604,0.008689152235798846,20,1.3978597373338275,0.06856982620578607,Deurbanization,waasmodel,RfR Small Scale,0.0,11159.0,187.35086
0.022832876003870226,0.014321129742343187,0.09060242467413507,-0.06725580720766304,14,1.5762209014401631,0.047020032679582935,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,34116.0,1306.0961000000002
-0.06642305317023631,0.04207377367695058,0.035795346059430605,-0.028513800863962737,5,1.1916778937438297,-0.05856616243065978,NoChange,waasmodel,RfR Small Scale,0.0,8459.0,195.74146
-0.006805279367355227,0.07809988058911713,0.013276895696124141,0.049083226217040976,20,1.2639323169425647,0.004200347215535597,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,19979.0,359.2939
-0.03594298900627302,-0.05221006804429462,-0.06382603958420141,-0.039145708675955695,10,1.416802010788074,0.05294078191675555,moreNature,waasmodel,RfR Small Scale,0.0,9559.0,395.92597
0.03156152190598909,0.034579334535422335,-0.0841182334145017,-0.02704775911333564,1,1.4033371934841108,-0.0871981452483964,Deurbanization,waasmodel,RfR Small Scale,0.0,5475.0,203.17642
0.05619091894796036,-0.02916107336985785,0.07331947083899781,0.0839667413120136,26,1.5702813918576546,0.04045314661663504,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,42124.0,1048.95435
-0.00012379120315003656,0.011262583898395144,0.03555698362324991,-0.0118481484917754,20,1.168664301232043,0.05400054810144991,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,20114.0,359.2965000000001
0.09553544449102944,0.07037297819506569,-0.004520928298619984,0.08789525392924287,24,1.2427728117168393,0.049870840747181816,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,53497.0,839.8036000000002
0.06908517189316751,0.049028794872484634,0.025104196776760457,-0.09664027651383096,9,1.1247271576458195,-0.01384205335125667,Deurbanization,waasmodel,RfR Small Scale,0.0,11589.0,185.59728
-0.08845109628907076,-0.06547307441237918,0.06031352119762914,0.049404494143436166,25,1.3361803036496689,0.03637518920655661,Deurbanization,waasmodel,RfR Small Scale,0.0,17308.0,354.53631999999993
0.09112416421409385,-0.014049127784248884,0.017945579252599514,0.07183299499812551,8,1.4863701198564068,-0.06284803275472907,moreNature,waasmodel,RfR Small Scale,0.0,14652.0,484.52364000000006
0.037128037944221065,0.0296649702440176,0.04500314839739253,0.07680357690617641,9,1.1977617913382517,0.04326211428138732,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,18934.0,335.6773
-0.091731942837242,0.0993538599660792,0.017498013834936738,0.09342969978895044,1,1.452721800410262,-0.03545987014309847,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,9251.0,415.1381
-0.09407248294623363,-0.03274367847868636,0.07362621768242898,-0.022163079184915373,1,1.1091986994626004,-0.059413152064556475,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,10103.0,506.0873
0.019448766775058957,0.05586180220313066,-0.09962906629192061,-0.0494743594562575,23,1.08158921725614,-0.07802387368243426,Deurbanization,waasmodel,RfR Small Scale,0.0,30534.0,836.06395
-0.03939487207129271,-0.06294291382806219,-0.014010901329894104,0.005279893414152512,2,1.0241909217099987,-0.010876049014893837,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,22079.0,456.27957000000004
-0.041926239002970316,0.0677659044920256,0.00504027689968127,-0.030206180135991717,18,1.2263270887083166,0.02554817936942777,Deurbanization,waasmodel,RfR Small Scale,0.0,16935.0,266.96911
-0.07203340638993942,0.0521586146936712,-0.0745032880977909,0.03410992104745475,19,1.2068696108234316,0.023377143054340604,moreNature,waasmodel,RfR Small Scale,0.0,14444.0,212.72076
0.047311224368633,0.08738335169414897,-0.011229278226075196,0.023867106709796568,20,1.4439603887834902,0.020898674545933124,moreNature,waasmodel,RfR Small Scale,0.0,13579.0,236.85759
-0.03423858521579415,0.060241551091429126,-0.08186408981957488,0.06887887172673077,22,1.3791909488424448,0.08342338291238177,sustainableGrowth,waasmodel,RfR Small Scale,0.0,51725.0,1149.91703
0.08464888187559114,-0.03088567324659196,-0.04111602765090068,0.07876591331331463,12,1.1990691791276633,-0.032980445758912486,Deurbanization,waasmodel,RfR Small Scale,0.0,18327.0,441.35469
-0.09810690236672956,-0.003454371103067483,0.02020018964049856,-0.08402950670677181,9,1.3990089732680415,0.06623716672938895,moreNature,waasmodel,RfR Small Scale,0.0,11586.0,224.41787
0.07250963755100705,0.022156237151980424,0.06390035876805293,-0.06711569259802433,21,1.0952483469211265,0.06773951016299952,Deurbanization,waasmodel,RfR Small Scale,0.0,22550.0,528.49779
0.0893803669759635,-0.0830903139244199,-0.019709597076592717,-0.04733691746329283,5,1.2091912809831151,0.03786589066046577,sustainableGrowth,waasmodel,RfR Small Scale,0.0,15156.0,313.70040000000006
-0.09298572895466821,0.023297626846489908,-0.0772387919764649,0.026560801624586072,7,1.5816876076879691,-0.055033309849013855,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,12888.0,744.1004999999999
0.04624499831301848,-0.033099195180349116,0.08391990529539965,0.026829935665480475,17,1.3411634454043062,0.018087466643298328,sustainableGrowth,waasmodel,RfR Small Scale,0.0,25568.0,536.0955999999999
0.05508246563728211,0.04164281739660358,0.06721943461893505,-0.00867757516298717,27,1.4938785107129986,-0.04452115043441495,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,41430.0,1132.4018
0.04532213803357793,-0.0020891261000717527,0.027353413336212468,-0.09134062023373982,23,1.0015028575361178,0.09671372416109945,NoChange,waasmodel,RfR Small Scale,0.0,38972.0,803.9802199999998
0.05667910664511752,0.04021701584214485,0.03452807084942605,0.05726562560057837,9,1.5195612156681182,0.016587783222386188,moreNature,waasmodel,RfR Small Scale,0.0,13020.0,224.41427
0.06268576349111696,-0.098120001059762,-0.05529824238945311,-0.024114531249734655,5,1.3689584060832054,0.01410945687662235,Deurbanization,waasmodel,RfR Small Scale,0.0,8699.0,149.81699
-0.01953792355194581,-0.051578191718396095,0.08213823792508887,-0.0650589369476269,4,1.3229274596516822,-0.09891242803735885,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,23102.0,1310.3424599999996
0.0010455066711841238,0.05510986852054866,-0.07992727590932926,-0.09441987357021524,25,1.00551275333469,0.06542281506397105,Deurbanization,waasmodel,RfR Small Scale,0.0,18989.0,354.53631999999993
0.061682052469634964,0.050714103102677405,0.04759323010595898,-0.026733506194896426,8,1.0759285736900075,0.07628221353478588,NoChange,waasmodel,RfR Small Scale,0.0,16067.0,524.97874
0.032807591589783414,-0.09959521490448632,-0.06269653558237939,0.0061215030291850575,14,1.2464767781103627,0.08102901850301698,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,32859.0,1229.42996
-0.016491092006652774,-0.03484029849020552,-0.038707432130200704,-0.06988999904864206,8,1.0255175786056132,-0.09102114158945622,moreNature,waasmodel,RfR Small Scale,0.0,14101.0,482.65164000000004
-0.003211208668580656,-0.005595569358042978,-0.013732331204883293,0.0712830815077205,18,1.3676412628934402,0.09363666157650781,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,38230.0,1037.1189
0.06527560009171735,-0.05382775616784574,0.01442451242411416,0.03567267582248712,15,1.4475334732212897,0.09059946184126447,Deurbanization,waasmodel,RfR Small Scale,0.0,12689.0,359.88958
0.088205837907084,-0.016004473545322778,-0.08298162593550748,0.03103135717058542,13,1.5385952641886362,0.03507593833029246,moreNature,waasmodel,RfR Small Scale,0.0,22804.0,823.2712700000001
-0.08608171955391582,-0.09671904108726881,0.05580420444235126,-0.05794511909887401,26,1.1946888787602117,-0.012563900982921787,moreNature,waasmodel,RfR Small Scale,0.0,25036.0,563.61834
-0.05420208289750928,0.08098415445431707,-0.04379004231259192,-0.052613564049559684,14,1.3481373757906456,-0.08309770650912332,moreNature,waasmodel,RfR Small Scale,0.0,20995.0,832.1895400000001
0.0015688340264452536,0.008434279152095533,0.09734301677359189,0.07744393601464641,13,1.0709674489689305,0.04156614981414733,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,32277.0,1315.1056999999996
-0.011936722691067296,0.019028851494707368,0.054437423969256236,0.04115809896126596,1,1.1961217099009736,-0.06680425804931686,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,11635.0,520.283
0.003211422408975609,0.08073716825659799,-0.07378395666259759,0.046428536052949936,24,1.4590924208311886,0.09419102921345497,moreNature,waasmodel,RfR Small Scale,0.0,32953.0,451.11867
-0.058288612197236175,0.012332596995718243,-0.029318035730167568,-0.0384922103476162,18,1.3523172690184124,-0.09243486859682487,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,30326.0,1007.1002
-0.015099582123849722,0.0321312459855333,0.004236907272990267,0.01922820323223115,27,1.2375706804780755,-0.0847967501223595,sustainableGrowth,waasmodel,RfR Small Scale,0.0,39704.0,997.8736
0.007802933107343744,-0.03917280339884782,0.048643957714305235,-0.09249705787591794,14,1.5150749424474332,-0.09873772261688755,sustainableGrowth,waasmodel,RfR Small Scale,0.0,28443.0,1176.72353
-0.060797873310203525,0.09391862053896388,0.04665319776683935,-0.03224990876103825,5,1.3395186845039495,-0.031710035572159706,sustainableGrowth,waasmodel,RfR Small Scale,0.0,13696.0,436.946
-0.004085193755762967,-0.0058961352505097755,0.02215629100821544,0.07084076609126905,11,1.5266450808105578,-0.007983976769079219,moreNature,waasmodel,RfR Small Scale,0.0,10206.0,289.41938
-0.0589673143727199,-0.010642636724272224,-0.048140614618153166,0.01146659323233963,14,1.4623665476851322,0.01686921067289837,sustainableGrowth,waasmodel,RfR Small Scale,0.0,28306.0,1052.01493
0.0071372382126041875,0.0720006599648634,-0.07701583454472989,-0.04969959272861302,26,1.5617041802775835,0.04444576505431316,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,41551.0,1048.95435
-0.08112458205179737,0.09051705554949761,-0.03365154963464903,-0.03624135539211705,7,1.5836472562927528,-0.07084419330529998,NoChange,waasmodel,RfR Small Scale,0.0,9400.0,504.2058
-0.04587855058248397,0.0026763487730783607,-0.033349399143525964,-0.059530965144034775,3,1.1848878779382523,-0.09751935290735354,NoChange,waasmodel,RfR Small Scale,0.0,10095.0,370.86917
-0.09927729065321232,-0.04937022651154,0.025337107410311643,0.07325105132476883,22,1.085442989759246,-0.09070293708722013,NoChange,waasmodel,RfR Small Scale,0.0,32797.0,724.4574999999999
-0.0975821340039191,-0.07404637170660283,-0.028248286815768655,0.09199147690015047,26,1.0707733126443513,0.0037940248325444986,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,45540.0,1138.5476999999996
-0.015621939362268494,-0.040870890040942805,-0.08950372826405252,0.06962124375987919,19,1.176015488470524,-0.05469458648919516,sustainableGrowth,waasmodel,RfR Small Scale,0.0,19663.0,349.9007000000001
0.05158110856887807,-0.08853610272725043,-0.04014940400410656,0.0938700781494603,17,1.426837506596657,-0.02580633964794864,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,25655.0,669.9065999999998
-0.05080676058219322,0.038526153709653815,0.008493674424648765,0.041518036745742525,23,1.2134606594615494,0.08048259620529793,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,54142.0,1366.0316999999998
0.09185549203602404,0.06488774556524074,0.08013944162333318,0.02175831880083967,28,1.4259241033049703,0.07306318108530024,sustainableGrowth,waasmodel,RfR Small Scale,0.0,54205.0,1108.5722200000002
-0.012322560566095472,0.09835357759443417,0.052564898140959215,-0.047924427280463526,18,1.2681233234764633,-0.017132337535887637,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,34621.0,1042.4128999999996
-0.08452293378380406,-0.015080581296873131,0.01709577326049419,-0.07016629493465462,5,1.4229141004439845,0.07831202334169171,Deurbanization,waasmodel,RfR Small Scale,0.0,7918.0,149.97378999999998
0.03881294640309991,-0.05841741608124399,0.06079564679964841,0.05769322484010689,12,1.2395097448675292,-0.028262278291511775,moreNature,waasmodel,RfR Small Scale,0.0,21226.0,540.91675
-0.07102512497384009,0.06289434711326974,-0.011744259151755336,-0.050825322187169085,28,1.0433370037856515,-0.008006018089335959,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,54880.0,1288.20952
0.09475722922145488,0.02106839556461601,0.046032784992410834,0.09154729736789456,22,1.2702079188696451,-0.08060635243898599,NoChange,waasmodel,RfR Small Scale,0.0,36971.0,724.4574999999999
0.07404603365628731,0.007322583738181537,-0.05413777082326965,-0.07643514318078484,4,1.4079044184381977,-0.06892718216530754,NoChange,waasmodel,RfR Small Scale,0.0,16602.0,708.6776699999998
-0.005026652244534038,-0.039787885024892736,0.08631995555401081,0.0197265801663582,19,1.2381100122307698,-0.0051078468008073094,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,24128.0,442.4064
-0.010662646155545021,-0.08690737474551354,-0.0342336472656358,0.05532561080285012,16,1.4493037439526328,-0.09936087732270572,sustainableGrowth,waasmodel,RfR Small Scale,0.0,23224.0,739.4163000000002
0.018978066372798415,0.08892242432639967,0.0014506180708824257,0.05066518849509058,25,1.5571593888116884,0.09846482939367962,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,41930.0,783.1612
0.01639787141429069,0.040775691393110484,-0.09953100510607467,0.04524957195661694,12,1.4307551724693932,-0.023662918382631057,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,34267.0,984.5148000000003
0.005651596934042713,-0.060950709331290764,-0.02586595679710016,-0.06027704827267324,23,1.1398653414912054,0.054684986769150484,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,65272.0,1557.0339000000006
-0.00778402279426335,-0.07226779192251583,-0.0927634750845995,0.0202211148370528,16,1.2794413334985095,0.0852245400819923,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,29421.0,1114.63527
-0.035281102191845326,0.04338560268517816,0.06885244175184352,0.0433932150798258,28,1.5116940508331165,0.0927918497291172,sustainableGrowth,waasmodel,RfR Small Scale,0.0,51688.0,1172.8746200000005
-0.08271643648462593,-0.025290653095118285,-0.05945454474303384,-0.08113528579815701,20,1.3798810253302551,0.01969870752606051,Deurbanization,waasmodel,RfR Small Scale,0.0,10125.0,187.34876
0.07112087541598025,0.06714941343199068,-0.06669617379322554,-0.00026362698756240976,7,1.4980891064132569,0.09547496883429296,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,21204.0,824.4365
0.03542353421469352,-0.003044598583852906,0.04221988264702764,0.08423028134808039,6,1.448685849398544,0.0850042381110071,moreNature,waasmodel,RfR Small Scale,0.0,14471.0,540.7285400000002
0.097964649243941,0.08363757914618812,-0.0904717656702412,0.09496547551128168,25,1.5423602681584965,-0.08619105512095575,NoChange,waasmodel,RfR Small Scale,0.0,20414.0,435.91578
0.05882658723307365,0.046480548603968025,-0.0884181150775629,0.04378480670210955,7,1.2626058211303344,-0.03116860946382088,NoChange,waasmodel,RfR Small Scale,0.0,11487.0,584.7369999999999
-0.03850377977370162,0.03684368431490154,-0.0002265184862010605,0.012461740253930651,14,1.1259123828515534,0.07230582363987081,Deurbanization,waasmodel,RfR Small Scale,0.0,18991.0,583.15766
-0.07172314283226483,0.001268376228508547,-0.09232274065579758,-0.034341236210922096,26,1.0829837714072517,0.09166848706239235,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,47161.0,1302.70055
-0.025905790109579885,-0.028187353821672225,-0.023301156181594954,0.0831922630569431,14,1.0872080478953503,-0.08278762279903222,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,29432.0,1340.7296
-0.014089469824074953,0.028444044049868694,-0.002792516408063633,-0.055510317802941515,29,1.0516830149795642,0.07994146269953739,Deurbanization,waasmodel,RfR Small Scale,0.0,22320.0,404.11332999999996
-0.05014549298203949,-0.020880222226026424,-0.0221326406057393,-0.09590807404576851,8,1.3921753520699072,-0.09139781277448028,Deurbanization,waasmodel,RfR Small Scale,0.0,11562.0,371.77283
-0.009962084810061613,0.05894897558501185,0.09610684237032273,0.06069787876714555,8,1.424186919784329,0.0598155987556861,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,22192.0,906.1648
0.092734160334802,0.010578269125513046,0.07240838383239814,0.047097892631500236,8,1.0239832302791323,0.05873928459205565,NoChange,waasmodel,RfR Small Scale,0.0,16131.0,524.74036
0.03970719991164645,-0.05776304065782178,0.0005308968657680851,-0.042208305612190654,19,1.2516511910677568,-0.04942014764805396,moreNature,waasmodel,RfR Small Scale,0.0,14622.0,204.48076
-0.053272083433272964,-0.010081095093669251,0.02696634916827351,-0.03747751825036263,25,1.0669644474403153,0.028853895314768063,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,36108.0,733.2180000000001
-0.03835543215059986,0.048596388973527284,-0.0632949842173694,0.03504116134153872,13,1.4512044662107646,-0.01125246992818872,urbanizationLargeSteady,waasmodel,RfR Small Scale,0.0,33060.0,1387.2963
0.009864070904765182,-0.09432251544191583,-0.047081234439740965,-0.01991707762417713,16,1.39282157926017,0.01501930911401135,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,22252.0,708.6898799999999
0.0820448490446701,0.02478243645095453,-0.0878146037603635,0.0018110235542343198,1,1.2873067583926132,-0.023487230113656873,urbanizationDeurbanization,waasmodel,RfR Small Scale,0.0,10525.0,415.1381
-0.013793227866120722,0.002011294800721528,0.0641070377987017,-0.07263454752357698,10,1.3817852726486206,-0.0342604101068215,sustainableGrowth,waasmodel,RfR Small Scale,0.0,12805.0,550.2909000000002
-0.07679465632501553,0.017614265098433446,-0.08552749532312977,-0.06653621131296109,15,1.3909720635231886,0.03724903733537502,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,24318.0,953.1639
-0.06926150191982698,-0.0405945357148908,-0.07240900819405065,0.04995715713224729,13,1.358248216358917,-0.0216037572052408,urbanizationLargeAndFast,waasmodel,RfR Small Scale,0.0,33260.0,1692.885
