DamFunctTbl_multiplier,ShipTbl1,ShipTbl2,ShipTbl3,climate scenarios,collaboration,fragility dikes,land use scenarios,model,policy,Flood damage (Milj. Euro),Number of casualties,Costs
-0.044379207,-0.091221317,-0.013085172,0.01554743,21,1.559890783,0.011042252,urbanizationDeurbanization,waasmodel,RfR Side channel,35386,619.3406,50
-0.092965743,-0.05693156,-0.010640618,-0.013981131,15,1.180100724,-0.01176867,urbanizationDeurbanization,waasmodel,RfR Side channel,17718,409.8048,50
-0.073727121,0.045177283,-0.087696641,-0.042893407,9,1.222895976,0.098331628,urbanizationDeurbanization,waasmodel,RfR Side channel,19935,256.3049,50
-0.033212932,-0.06810188,-0.094189759,-0.06083934,27,1.518040828,0.077955617,NoChange,waasmodel,RfR Side channel,28455,560.1383,50
0.023556015,0.088986531,0.027813488,0.053752321,5,1.429029869,0.045341589,sustainableGrowth,waasmodel,RfR Side channel,14151,319.8552,50
-0.072860183,-0.058568621,-0.036337887,0.01567358,16,1.380599193,0.075339853,sustainableGrowth,waasmodel,RfR Side channel,24306,675.14358,50
0.0402211,0.091472497,0.085385956,0.029566097,26,1.330638088,-0.068036331,sustainableGrowth,waasmodel,RfR Side channel,40679,509.1176,50
-0.084662645,-0.006789205,-0.071342445,0.073160699,24,1.414893465,-0.059755789,NoChange,waasmodel,RfR Side channel,29360,593.04209,50
0.007658088,0.025525741,-0.098092694,-0.041130514,15,1.579910374,-0.012016394,Deurbanization,waasmodel,RfR Side channel,10574,192.77785,50
0.05231593,-0.002003739,0.033141744,0.021711143,8,1.092132177,0.097138794,Deurbanization,waasmodel,RfR Side channel,13399,398.32466,50
0.036023903,-0.021537138,0.053440032,-3.74E-05,29,1.421235405,0.093729611,urbanizationLargeSteady,waasmodel,RfR Side channel,51814,1024.8572,50
-0.067025349,-0.075030767,0.09973515,-0.056220869,16,1.385662775,-0.056733412,sustainableGrowth,waasmodel,RfR Side channel,22814,666.6147,50
-0.066028489,0.045912604,-0.085844482,-0.049757728,28,1.335507134,0.057952366,urbanizationLargeSteady,waasmodel,RfR Side channel,62441,1184.9826,50
-0.068347047,0.006479515,0.08991716,0.024897514,4,1.272901339,0.083437415,urbanizationLargeSteady,waasmodel,RfR Side channel,18668,886.53158,50
0.050376928,0.081155942,-0.073231809,0.032134458,7,1.295628861,0.090918943,urbanizationLargeAndFast,waasmodel,RfR Side channel,20688,767.5102,50
-0.084112073,-0.041134579,-0.009456164,-0.075436303,29,1.50903852,-0.023785534,urbanizationLargeSteady,waasmodel,RfR Side channel,44215,911.7326,50
0.06020224,0.086544185,-0.028860769,-0.080348656,12,1.589666978,0.02349807,Deurbanization,waasmodel,RfR Side channel,17450,191.9569,50
0.099870536,0.040308899,0.057635668,-0.068225946,7,1.255073496,0.039241246,urbanizationDeurbanization,waasmodel,RfR Side channel,18219,682.0333,50
0.018584598,-0.009582521,0.050304862,0.033600873,24,1.546153768,0.064524212,urbanizationLargeAndFast,waasmodel,RfR Side channel,56358,939.61502,50
0.042561355,0.047530153,-0.019357292,0.036072594,10,1.001807793,0.052280696,urbanizationLargeAndFast,waasmodel,RfR Side channel,14669,248.6361,50
0.049275635,-0.026304381,-0.048481239,0.096721433,4,1.016603946,0.044350544,sustainableGrowth,waasmodel,RfR Side channel,17329,771.54954,50
-0.017010281,-0.012462331,0.082278007,0.052564447,27,1.477491503,-0.015487467,Deurbanization,waasmodel,RfR Side channel,22732,387.2545,50
0.026323437,0.060450242,0.016296785,0.076682238,1,1.274226705,-0.081874533,urbanizationLargeSteady,waasmodel,RfR Side channel,9583,318.2951,50
-0.014157895,0.082360165,-0.004883281,-0.018426236,20,1.226142952,-0.089355443,urbanizationDeurbanization,waasmodel,RfR Side channel,20777,392.9896,50
0.039761601,0.098856398,-0.063661845,-0.085219768,2,1.196781813,-0.08663241,moreNature,waasmodel,RfR Side channel,16030,258.13497,50
0.006444491,0.056252342,-0.035338716,-0.055295723,20,1.404454718,0.041326314,urbanizationDeurbanization,waasmodel,RfR Side channel,24303,418.6348,50
-0.053664589,-0.004248004,-0.049662551,-0.076000675,17,1.039575559,0.045012131,moreNature,waasmodel,RfR Side channel,15563,328.62057,50
-0.005032414,-0.020989562,-0.05722928,-0.0671236,17,1.150183593,-0.04046771,urbanizationLargeAndFast,waasmodel,RfR Side channel,28709,580.3233,50
-0.026856837,-0.074333737,-0.007810783,0.081990692,16,1.524192675,0.071096826,moreNature,waasmodel,RfR Side channel,16541,430.7356,50
-0.052778386,-0.017022035,0.058289521,-0.072232236,23,1.48918028,-0.029603588,urbanizationDeurbanization,waasmodel,RfR Side channel,49009,1128.4151,50
-0.004545238,0.066934242,-0.061802375,0.039136832,13,1.288283642,0.004253936,urbanizationLargeAndFast,waasmodel,RfR Side channel,28439,952.6351,50
0.061897251,0.054526208,-0.097218462,-0.092078852,8,1.382287376,-0.054576741,NoChange,waasmodel,RfR Side channel,14122,539.40968,50
0.017655344,0.076386939,-0.068767882,-0.016890432,25,1.539057666,0.001633295,moreNature,waasmodel,RfR Side channel,24512,313.35994,50
0.087420541,0.018566101,-0.004116364,0.071702431,27,1.227694283,0.024216709,NoChange,waasmodel,RfR Side channel,29531,559.13337,50
-0.021558209,0.047168496,-0.035774881,0.033113794,8,1.147312174,0.08894342,sustainableGrowth,waasmodel,RfR Side channel,20804,828.06829,50
-0.057878282,-0.043859931,0.026562959,0.088089474,10,1.459433473,-0.018808043,Deurbanization,waasmodel,RfR Side channel,5889,111.48626,50
0.078324527,-0.005604178,-0.091712745,-0.099558861,11,1.528393926,-0.052686092,urbanizationLargeSteady,waasmodel,RfR Side channel,17225,401.7539,50
0.01483458,-0.064361026,0.078693294,0.034597741,24,1.412672424,0.070180445,urbanizationDeurbanization,waasmodel,RfR Side channel,49498,806.00683,50
0.0107179,0.079516455,-0.018976512,-0.079072008,26,1.223250413,-0.063268132,sustainableGrowth,waasmodel,RfR Side channel,40444,509.1176,50
0.065921238,0.0968675,-0.01418038,-0.012841139,18,1.127675098,-0.074763428,moreNature,waasmodel,RfR Side channel,22692,480.10256,50
0.099394334,-0.014286927,-0.04795344,0.060084226,14,1.383638342,-0.000298286,moreNature,waasmodel,RfR Side channel,21375,657.56307,50
-0.098436487,-0.090044603,0.089213293,-0.00113772,18,1.526754812,0.033883778,urbanizationLargeAndFast,waasmodel,RfR Side channel,33877,883.8995,50
0.032661289,0.081412732,0.093269708,-0.02830784,6,1.110322059,-0.005846516,urbanizationDeurbanization,waasmodel,RfR Side channel,18288,588.86382,50
0.002985488,0.072874365,0.04616734,0.09683298,19,1.187492264,0.087601568,urbanizationDeurbanization,waasmodel,RfR Side channel,24836,278.4076,50
-0.013989016,-0.002580557,-0.050647204,-0.012242963,14,1.005885544,0.051844103,moreNature,waasmodel,RfR Side channel,20702,657.79424,50
0.03480074,0.084902762,-0.021964021,0.040084219,1,1.593250273,-0.047876304,moreNature,waasmodel,RfR Side channel,6193,185.2311,50
0.007376862,-0.060745141,-0.009640053,-0.059814033,14,1.541103757,0.047423466,NoChange,waasmodel,RfR Side channel,21027,657.79424,50
-0.032973289,0.048049349,-0.051071631,-0.059276006,24,1.496124445,-0.055870689,NoChange,waasmodel,RfR Side channel,31019,593.04209,50
-0.060912805,-0.006933885,0.036530011,0.047413242,5,1.011840285,-0.078773292,sustainableGrowth,waasmodel,RfR Side channel,13196,329.3444,50
-0.050556968,-0.016639955,0.062532278,0.090498562,6,1.486924142,0.039066593,NoChange,waasmodel,RfR Side channel,12019,378.99055,50
-0.03181339,-0.00908529,-0.077293002,-0.084220078,24,1.211922583,-0.03751645,urbanizationDeurbanization,waasmodel,RfR Side channel,44176,910.9381,50
-0.074471432,0.066076273,0.081498243,-0.039052437,17,1.581897778,0.018721234,moreNature,waasmodel,RfR Side channel,15203,328.53737,50
0.019730018,0.009458126,0.071765144,0.043625418,27,1.284324148,-0.095948698,urbanizationDeurbanization,waasmodel,RfR Side channel,39901,741.8142,50
0.024859604,0.062810838,-0.011751502,-0.088579832,21,1.19999905,0.003849696,urbanizationLargeAndFast,waasmodel,RfR Side channel,43834,699.0937,50
-0.028712924,-0.031300355,-0.060260707,0.01371694,3,1.049106077,-0.037924307,NoChange,waasmodel,RfR Side channel,9173,252.0133,50
-0.077451562,0.08357369,0.03097168,-0.019436349,11,1.526900805,0.016486215,NoChange,waasmodel,RfR Side channel,10049,146.11181,50
-0.075867052,-0.076550431,0.042235957,0.089985353,19,1.109058007,-0.083036225,urbanizationLargeSteady,waasmodel,RfR Side channel,21940,287.0028,50
0.089789791,0.034950495,-0.015950596,-0.044037283,12,1.409661402,0.065068192,sustainableGrowth,waasmodel,RfR Side channel,28757,382.58772,50
-0.002873986,0.097307945,-0.042259368,0.092268881,4,1.437269992,0.004569578,Deurbanization,waasmodel,RfR Side channel,11923,431.65869,50
-0.057439999,0.06332697,-0.021364485,0.083835901,20,1.155664167,-0.048917884,sustainableGrowth,waasmodel,RfR Side channel,19960,400.5116,50
-0.040482166,0.064194878,0.045133221,0.083075554,19,1.149149555,0.000566343,sustainableGrowth,waasmodel,RfR Side channel,21437,270.6806,50
0.030976281,-0.097396981,-0.043871412,-0.006609206,14,1.06750723,-0.000485759,sustainableGrowth,waasmodel,RfR Side channel,28115,964.70566,50
-0.016231441,0.088528702,-0.033507534,0.080176557,10,1.341866391,-0.062806636,sustainableGrowth,waasmodel,RfR Side channel,10965,251.918,50
-0.036836146,0.015467423,0.000882632,-0.01129785,26,1.287330739,0.056776297,Deurbanization,waasmodel,RfR Side channel,23158,331.89223,50
0.002699855,-0.056401554,-0.087027922,-0.065826319,14,1.331232983,0.035727242,moreNature,waasmodel,RfR Side channel,21006,657.79424,50
-0.072720872,-0.072838432,0.063086623,0.059923543,14,1.125587322,0.088471888,sustainableGrowth,waasmodel,RfR Side channel,26368,972.78026,50
0.010973387,0.024174306,-0.075166651,0.090043198,15,1.233701416,-0.0671503,urbanizationLargeSteady,waasmodel,RfR Side channel,21485,489.7871,50
-0.099576956,-0.094494061,0.049478502,-0.015044297,4,1.481094797,-0.065354601,moreNature,waasmodel,RfR Side channel,12089,524.86749,50
0.08556034,0.058398128,0.090394865,0.071493328,19,1.481880628,0.05144848,urbanizationLargeSteady,waasmodel,RfR Side channel,25760,298.0652,50
-0.058389004,-0.092423483,0.0607381,0.061790892,14,1.594870156,0.036905279,urbanizationLargeSteady,waasmodel,RfR Side channel,28197,1103.59538,50
-0.001195298,-0.015033442,-0.077982553,0.082514659,13,1.466994936,-0.09682237,urbanizationLargeAndFast,waasmodel,RfR Side channel,22993,642.2895,50
0.040956267,-0.02308821,0.040731674,-0.007019993,23,1.392552724,-0.007675904,moreNature,waasmodel,RfR Side channel,34990,584.03813,50
0.079145478,0.031785436,-0.069423183,-0.058529377,28,1.556206424,-0.055173261,urbanizationLargeSteady,waasmodel,RfR Side channel,67144,1173.8506,50
-0.074946913,0.051582464,-0.023699456,-0.059028602,28,1.189351751,-0.050341863,urbanizationDeurbanization,waasmodel,RfR Side channel,50886,922.6252,50
0.045043844,0.030032575,-0.083861015,-0.087212822,9,1.137838381,0.074052224,Deurbanization,waasmodel,RfR Side channel,13337,140.57889,50
0.08563533,0.003231681,-0.000377456,-0.028503554,26,1.368426779,-0.075018452,sustainableGrowth,waasmodel,RfR Side channel,41014,509.1176,50
0.015740276,-0.046054097,0.053995845,-0.042319955,8,1.250449453,-0.095021551,urbanizationLargeAndFast,waasmodel,RfR Side channel,21477,967.7512,50
0.021309089,-0.088190758,-0.067183553,0.032558267,23,1.245687582,-0.096350093,urbanizationLargeSteady,waasmodel,RfR Side channel,54327,1230.3092,50
-0.065194407,0.012794516,0.03904037,-0.035957331,19,1.013010778,-0.062516659,NoChange,waasmodel,RfR Side channel,15434,182.13376,50
-0.046399986,-0.079196759,-0.013791858,0.040780014,12,1.454353498,-0.00513044,urbanizationLargeAndFast,waasmodel,RfR Side channel,32500,507.97002,50
0.074796519,0.065713506,-0.025485221,-0.020134465,20,1.403769018,0.00806147,urbanizationLargeSteady,waasmodel,RfR Side channel,25125,464.01,50
0.037158149,-0.017550362,-0.030976407,-0.099739385,14,1.241363962,-0.073187957,urbanizationLargeSteady,waasmodel,RfR Side channel,28753,1208.28366,50
-0.080190659,0.090424694,0.07715562,-0.037554495,29,1.047053499,-0.072024184,urbanizationDeurbanization,waasmodel,RfR Side channel,39632,746.8137,50
-0.088915061,0.04889114,0.005765244,-0.017266113,20,1.251385782,0.068794599,NoChange,waasmodel,RfR Side channel,15000,331.23942,50
0.034728887,-0.075368783,0.085995938,0.028827023,18,1.329610809,-0.029180418,urbanizationDeurbanization,waasmodel,RfR Side channel,32103,736.8222,50
-0.096212561,-0.017682024,-0.075766836,0.034054641,2,1.432205416,-0.09269944,Deurbanization,waasmodel,RfR Side channel,12719,223.72256,50
-0.079546716,-0.064482045,0.058971696,-0.015789135,22,1.448621625,0.007254273,moreNature,waasmodel,RfR Side channel,33331,524.00446,50
0.084853543,-0.05013764,0.073295524,-0.057123274,29,1.317344265,-0.070299924,NoChange,waasmodel,RfR Side channel,28442,439.85935,50
-0.020516329,0.076803955,0.022085433,0.056647344,7,1.322841521,0.052532484,urbanizationDeurbanization,waasmodel,RfR Side channel,17316,682.0333,50
-0.043245574,0.026294967,-0.042409968,0.068422123,9,1.170829432,-0.061665497,moreNature,waasmodel,RfR Side channel,12978,163.32665,50
-0.009761925,0.030746911,-0.072601754,0.091982455,10,1.042686178,0.080645657,urbanizationLargeSteady,waasmodel,RfR Side channel,13770,258.936,50
0.022749989,0.055506726,0.007513163,0.099826287,13,1.431660504,-0.084643601,NoChange,waasmodel,RfR Side channel,13841,428.84507,50
-0.027245616,-0.018979841,0.090664277,-0.08381824,2,1.306686328,-0.060371476,moreNature,waasmodel,RfR Side channel,15483,258.13497,50
0.022949478,-0.003777523,0.035902765,0.051917803,6,1.53115422,-0.088823667,Deurbanization,waasmodel,RfR Side channel,10531,297.33218,50
-0.046572662,-0.025052937,0.045409517,-0.071790076,3,1.543327008,0.05753265,sustainableGrowth,waasmodel,RfR Side channel,12907,357.6165,50
-0.049375048,-0.027778155,0.013642663,-0.035587483,13,1.302074627,-0.026081875,moreNature,waasmodel,RfR Side channel,15349,596.98827,50
-0.007570157,0.079702461,-0.044019033,-0.070847667,23,1.165689226,0.063218295,moreNature,waasmodel,RfR Side channel,36016,665.69146,50
0.056941019,0.084502914,0.002229517,0.094704113,2,1.02774801,-0.004770832,moreNature,waasmodel,RfR Side channel,16201,258.54673,50
0.083901661,0.034618122,-0.089893747,-0.029295436,3,1.094001819,-0.031445791,NoChange,waasmodel,RfR Side channel,9680,252.0133,50
-0.076259114,-0.039778072,-0.017007186,0.061574987,4,1.262630668,-0.020773419,urbanizationLargeAndFast,waasmodel,RfR Side channel,17357,841.3737,50
0.047266793,-0.03240952,0.00050395,-0.086885235,12,1.00292383,0.094786076,Deurbanization,waasmodel,RfR Side channel,17666,192.46818,50
0.045326647,-0.002903995,0.081128729,-0.030138982,8,1.379664557,0.072772471,sustainableGrowth,waasmodel,RfR Side channel,21485,828.06829,50
0.009817422,0.014480205,0.01040617,0.044077361,19,1.082686538,-0.049455213,Deurbanization,waasmodel,RfR Side channel,14686,148.13373,50
0.073726147,-0.089396023,0.03556699,0.091523925,8,1.193871271,0.005098525,NoChange,waasmodel,RfR Side channel,14566,425.95208,50
-0.033672578,0.059836408,-0.00455968,0.044913922,17,1.46327917,0.043899406,urbanizationDeurbanization,waasmodel,RfR Side channel,23536,502.5179,50
-0.05897792,0.086830786,0.028533972,-0.096497504,9,1.516222382,-0.003475218,moreNature,waasmodel,RfR Side channel,12768,163.32665,50
-0.096611367,0.087959784,0.071505952,0.043356693,17,1.163792263,-0.071179505,urbanizationLargeAndFast,waasmodel,RfR Side channel,26063,580.3214,50
-0.018330326,0.010232322,0.023349553,0.05712716,2,1.536627591,-0.097685625,sustainableGrowth,waasmodel,RfR Side channel,20712,356.73681,50
-0.00760242,0.088281717,-0.074026419,-0.081296797,7,1.44230403,-0.056993044,Deurbanization,waasmodel,RfR Side channel,9283,355.1097,50
0.095216826,0.032860074,0.011570989,0.050837534,24,1.384938687,0.08715327,NoChange,waasmodel,RfR Side channel,35308,535.72429,50
0.069867751,-0.057846532,0.05938886,0.050315519,23,1.548459206,-0.070715978,urbanizationDeurbanization,waasmodel,RfR Side channel,49551,1103.426,50
0.047077829,-0.075890788,-0.003590484,-0.036552581,23,1.201001104,-0.038854327,urbanizationDeurbanization,waasmodel,RfR Side channel,52325,1128.4151,50
0.055605006,-0.001953902,-0.02691801,0.048204081,19,1.366801044,-0.043494766,moreNature,waasmodel,RfR Side channel,16673,182.13376,50
0.04393668,0.076695968,0.021957041,-0.06151399,1,1.192883123,0.020330031,moreNature,waasmodel,RfR Side channel,7280,190.5453,50
0.060620863,0.031522083,0.014148131,-0.0606234,20,1.407823701,0.066553996,sustainableGrowth,waasmodel,RfR Side channel,25568,523.1425,50
-0.082606464,-0.091028385,-0.00741406,0.069707701,7,1.450049932,-0.0657682,Deurbanization,waasmodel,RfR Side channel,8581,355.1097,50
0.008023714,-0.074731717,-0.081515653,0.016513264,12,1.534067893,0.074665815,urbanizationLargeSteady,waasmodel,RfR Side channel,32749,502.72871,50
0.091768246,-0.063772683,0.009825349,0.086069393,17,1.118791628,-0.032247615,urbanizationLargeAndFast,waasmodel,RfR Side channel,29637,580.3233,50
-0.04821256,0.057063019,0.024349936,0.06616224,6,1.545186313,0.034416776,Deurbanization,waasmodel,RfR Side channel,10023,295.3277,50
-0.077797964,0.016533416,-0.082416533,-0.03494043,12,1.551019555,0.012583468,Deurbanization,waasmodel,RfR Side channel,15910,191.9569,50
-0.095743597,0.0140303,0.076516631,-0.031240901,23,1.263439662,0.002956056,urbanizationLargeAndFast,waasmodel,RfR Side channel,56481,1030.6693,50
0.09818084,-0.01957539,-0.046208781,0.041379281,13,1.252904902,-0.051237411,urbanizationLargeAndFast,waasmodel,RfR Side channel,27370,970.6783,50
0.023869777,-0.03793933,-0.096459188,0.041784701,3,1.236264105,-0.042682629,sustainableGrowth,waasmodel,RfR Side channel,13587,357.6098,50
0.020659725,0.031025071,0.029221754,0.058386925,22,1.256583077,-0.021093657,sustainableGrowth,waasmodel,RfR Side channel,53836,1099.54198,50
-0.049999249,-0.048050901,0.082471481,0.016145617,19,1.041937901,-0.074137249,Deurbanization,waasmodel,RfR Side channel,12962,140.45373,50
0.081808204,-0.085033276,0.094861556,0.067284323,3,1.173179027,0.003564328,urbanizationLargeAndFast,waasmodel,RfR Side channel,15981,390.8026,50
0.063377603,-0.059206526,0.015188911,-0.038701326,28,1.353227561,0.027812808,NoChange,waasmodel,RfR Side channel,37341,556.86958,50
-0.061559137,0.043121263,0.019941971,-0.083566318,22,1.419341938,0.014257728,moreNature,waasmodel,RfR Side channel,33980,524.00446,50
-0.003958334,0.011857612,0.040945154,-0.046886525,15,1.402787966,-0.052137702,urbanizationLargeSteady,waasmodel,RfR Side channel,21325,489.7871,50
-0.085195898,0.007246118,0.003949736,-0.084982207,14,1.363280167,-0.011183302,sustainableGrowth,waasmodel,RfR Side channel,25375,956.67086,50
0.009129852,-0.05394095,0.030071379,-0.07688769,4,1.253370433,-0.057451906,sustainableGrowth,waasmodel,RfR Side channel,17145,771.31822,50
0.092487455,-0.030372709,-0.057600077,-0.008452461,25,1.342731367,-0.08549642,moreNature,waasmodel,RfR Side channel,24660,312.94959,50
-0.000390093,0.043232183,0.087101166,0.093846809,3,1.085443731,-0.07964751,moreNature,waasmodel,RfR Side channel,9301,251.52493,50
0.012615665,-0.070112999,-0.051879607,-0.073786551,26,1.217354822,0.086201997,Deurbanization,waasmodel,RfR Side channel,24295,332.56436,50
0.086439911,-0.035581159,-0.011127866,-0.006315947,10,1.389409188,-0.028311088,urbanizationLargeSteady,waasmodel,RfR Side channel,14143,323.7518,50
-0.069910219,-0.032825016,-0.032271857,0.006401969,6,1.56097412,-0.06797323,urbanizationDeurbanization,waasmodel,RfR Side channel,16832,592.0278,50
0.039206055,0.043755243,-0.078038027,0.066858981,20,1.067062271,0.061157668,urbanizationLargeAndFast,waasmodel,RfR Side channel,30254,605.5393,50
0.074877836,0.056707803,-0.055888792,-0.098304446,28,1.523179299,0.048579082,Deurbanization,waasmodel,RfR Side channel,31432,441.2118,50
-0.051657648,0.007182657,0.010208408,-0.003601974,9,1.505517348,0.01065561,moreNature,waasmodel,RfR Side channel,12866,163.32665,50
0.032159117,-0.083509946,0.081846801,-0.096165081,18,1.051473819,0.00696292,urbanizationDeurbanization,waasmodel,RfR Side channel,32307,738.2324,50
-0.05625879,0.069165905,-0.012571254,-0.034015489,24,1.357412705,0.042355085,urbanizationLargeSteady,waasmodel,RfR Side channel,50098,904.95462,50
0.021978965,0.001009928,-0.012374933,0.046063971,19,1.574532009,0.022746369,urbanizationLargeSteady,waasmodel,RfR Side channel,25329,298.0546,50
-0.029054717,0.049662166,0.052714394,0.07541789,9,1.03224537,0.01500485,urbanizationLargeSteady,waasmodel,RfR Side channel,20536,271.8492,50
0.045873718,0.066423744,0.069954983,-0.045197876,4,1.456736639,-0.0231424,NoChange,waasmodel,RfR Side channel,13551,524.86749,50
0.075641514,-0.09308508,-0.023511616,0.004519857,25,1.18555992,-0.076844087,Deurbanization,waasmodel,RfR Side channel,20401,241.74778,50
0.017166795,0.07578628,-0.084148451,0.065868751,15,1.141511245,0.009327599,urbanizationLargeAndFast,waasmodel,RfR Side channel,23147,502.6551,50
-0.088286463,0.086190573,0.049758564,-0.099074254,1,1.375339085,0.098731383,urbanizationLargeSteady,waasmodel,RfR Side channel,10823,442.7505,50
0.003698777,-0.007647808,0.043911706,0.015091939,18,1.229319141,-0.041586589,Deurbanization,waasmodel,RfR Side channel,19120,379.29926,50
0.040727354,0.029833043,-0.087583273,-0.033647014,12,1.231873244,0.038041386,urbanizationDeurbanization,waasmodel,RfR Side channel,29727,391.28711,50
-0.054803163,-0.044658188,-0.065613831,-0.077505593,15,1.015055327,0.094836057,moreNature,waasmodel,RfR Side channel,12428,261.50317,50
0.042237193,0.089546153,0.063696722,0.028761053,16,1.344799094,0.049147721,Deurbanization,waasmodel,RfR Side channel,14257,336.65668,50
-0.055300008,0.04241034,-0.064752622,-0.051765619,25,1.130572311,0.001094174,sustainableGrowth,waasmodel,RfR Side channel,35669,535.1556,50
-0.006344073,0.039933923,-0.093661636,-0.096920901,28,1.128884687,-0.01633831,urbanizationDeurbanization,waasmodel,RfR Side channel,54985,925.6877,50
0.08155855,-0.090553767,-0.044532401,-0.037156071,24,1.423930859,-0.046832991,moreNature,waasmodel,RfR Side channel,32545,593.04209,50
0.048640235,0.095740857,0.006393516,-0.079474766,20,1.360597012,-0.094441156,Deurbanization,waasmodel,RfR Side channel,11381,184.25774,50
-0.03421175,0.006020158,0.070710659,0.088759912,3,1.365774757,-0.022378911,moreNature,waasmodel,RfR Side channel,9120,252.0133,50
-0.021739486,-0.051660359,-0.088335413,0.001697165,11,1.184150211,0.019578324,NoChange,waasmodel,RfR Side channel,10655,146.11181,50
0.030614781,-0.037326476,0.016662799,-0.025181939,6,1.346396303,-0.057895855,NoChange,waasmodel,RfR Side channel,12682,380.91746,50
-0.04229852,-0.067931192,0.073046405,-0.095857765,29,1.164944888,-0.098923902,urbanizationLargeSteady,waasmodel,RfR Side channel,44414,745.2854,50
-0.043117471,-0.058849168,-0.058540756,-0.09048218,21,1.075740103,-0.087719176,urbanizationLargeSteady,waasmodel,RfR Side channel,39694,697.9894,50
-0.043772369,-0.02039472,-0.029266082,-0.074603792,25,1.105190666,-0.025093376,moreNature,waasmodel,RfR Side channel,23373,313.35994,50
-0.012447145,-0.037114846,0.094644644,0.012780046,29,1.112348568,-0.062385655,urbanizationLargeAndFast,waasmodel,RfR Side channel,50711,923.0252,50
0.005770836,-0.040014402,0.043384399,-0.029011382,3,1.373291181,0.01017033,sustainableGrowth,waasmodel,RfR Side channel,13498,357.6098,50
-0.054775831,0.096650541,-0.018216016,-0.016574259,25,1.176278305,0.097734863,NoChange,waasmodel,RfR Side channel,23243,313.74145,50
-0.087707601,0.069716258,-0.002179373,0.089490686,15,1.201942538,-0.039342489,urbanizationDeurbanization,waasmodel,RfR Side channel,17821,409.8048,50
0.041364611,-0.018154318,0.007849385,0.052010793,6,1.346967873,0.050558832,urbanizationDeurbanization,waasmodel,Dike 1:500 +0.5m,3763,384.8064,48.87678667
-0.037475189,-0.045364566,-0.076911579,0.086806062,3,1.338110213,-0.083265259,NoChange,waasmodel,Dike 1:500 +0.5m,1628,201.426,48.71032055
-0.029411472,0.062173092,0.013413906,0.05920529,20,1.220110613,-0.075651558,sustainableGrowth,waasmodel,Dike 1:500 +0.5m,5974,140.0049,103.4947263
0.088835132,0.027455087,-0.020385248,-0.054509177,5,1.427481477,0.05108134,Deurbanization,waasmodel,Dike 1:500 +0.5m,2775,140.9536,73.35051699
0.071552299,0.079012679,0.036246336,-0.030825763,26,1.318129035,0.079513785,urbanizationDeurbanization,waasmodel,Dike 1:500 +0.5m,8239,328.1499,216.8772202
-0.079710515,-0.05632274,-0.050279713,0.03847341,12,1.328598887,0.085932718,urbanizationDeurbanization,waasmodel,Dike 1:500 +0.5m,8528,316.8245,158.0645537
0.058173218,-0.077033331,0.095942874,0.000615189,11,1.575319927,0.078450007,urbanizationLargeAndFast,waasmodel,Dike 1:500 +0.5m,7431,252.8947,88.06016861
0.096841324,0.060243933,0.046648357,0.035673719,24,1.466461916,-0.09042007,sustainableGrowth,waasmodel,Dike 1:500 +0.5m,3730,397.6,49.98027003
0.03900606,-0.02162375,0.054687072,0.079960626,13,1.562884725,0.096540655,urbanizationDeurbanization,waasmodel,Dike 1:500 +0.5m,2124,248.828,48.71258532
-0.035192799,0.010607975,0.062131509,0.050500986,9,1.544170788,0.090769967,urbanizationDeurbanization,waasmodel,Dike 1:500 +0.5m,3619,27.0623,104.0197265
0.011988269,0.034352068,0.096024229,0.00120901,10,1.076957674,-0.050571756,sustainableGrowth,waasmodel,Dike 1:500 +0.5m,4688,77.617,81.56420214
-0.067599946,-0.047998647,0.004450058,-0.062364739,3,1.452455902,0.070478758,urbanizationLargeSteady,waasmodel,Dike 1:500 +0.5m,2034,263.1716,48.71032055
-0.078249723,-0.091784721,0.028989616,0.093147894,24,1.136726518,-0.036304889,moreNature,waasmodel,Dike 1:500 +0.5m,2432,297.6,49.98027003
0.092877362,-0.07398504,0.078870912,0.099172567,1,1.174243172,-0.071282883,urbanizationLargeAndFast,waasmodel,Dike 1:500 +0.5m,7367,252.8456,81.87830934
0.079779969,0.061334022,0.014512313,0.035156393,16,1.278274152,-0.088360404,urbanizationLargeAndFast,waasmodel,Dike 1:500 +0.5m,7478,252.2704,93.24516244
-0.090923516,0.091851785,0.040236757,-0.091666311,8,1.420154989,0.053663608,NoChange,waasmodel,Dike 1:500 +0.5m,3502,195.3032,142.1725837
0.098414599,-0.099558569,0.044177679,0.055089741,26,1.350463335,0.062579715,moreNature,waasmodel,Dike 1:500 +0.5m,5737,246.8699,216.8772202
-0.031498875,-0.062866556,0.087787776,-0.019680222,23,1.471416874,0.0467683,Deurbanization,waasmodel,Dike 1:500 +0.5m,5739,201.60169,157.3501121
-0.015491009,-0.073280906,0.012476214,-0.097304653,11,1.021118001,-0.076002032,sustainableGrowth,waasmodel,Dike 1:500 +0.5m,5798,241.9097,88.06016861
-0.063016757,-0.033567986,-0.028117524,0.031333072,13,1.244736102,0.055171605,NoChange,waasmodel,Dike 1:500 +0.5m,1586,201.57,48.71258532
-0.04127485,0.035259561,0.028360865,-0.070394718,23,1.370634736,-0.020344537,Deurbanization,waasmodel,Dike 1:500 +0.5m,4182,191.7062,157.3501121
