DamFunctTbl,ShipTbl1,ShipTbl2,ShipTbl3,climate scenarios,collaboration,fragility dikes,land use scenarios,model,policy,Costs,Flood damage (Milj. Euro),Number of casualties
0.0600472749872388,0.011936996090853495,0.0052179628195231365,-0.04755396144084874,30,1.5703979691186998,0.08339643165188912,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
0.06942161600881422,0.0857964141653704,-0.06428478898946796,-0.04368513146149858,12,1.147737391348326,0.08025769328948781,urbanizationDeurbanization,waas,no policy,0.0,1962.0,15.6975
0.027828040678340688,0.005904416720109884,0.02311624704505537,-0.012745777410901354,7,1.5157246101848292,-0.03169055098965726,NoChange,waas,no policy,0.0,0.0,0.0
0.00021643354644337864,0.025141831683896658,0.06449671739813237,0.06917140670530113,12,1.1699914474406623,-0.04241553610401835,sustainableGrowth,waas,no policy,0.0,2301.0,19.3821
0.006683634718845962,0.04774572203781574,0.09402799690838536,0.0921287522788732,20,1.4098841952041117,0.06616329735724052,moreNature,waas,no policy,0.0,0.0,0.0
-0.051861267484575584,-0.04467899427910912,-0.034692646821229384,-0.026257866915458863,25,1.4443122430056006,-0.07262157768314152,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.06576111601291278,-0.0025219476923645373,-0.09546790806956472,0.07647280899711316,15,1.5663129121178705,-0.09529926837564764,sustainableGrowth,waas,no policy,0.0,2120.0,19.3792
0.0015380223748695107,-0.018762137584191287,0.08679733098959452,-0.08711827793899657,11,1.3275250504111324,0.06441010983169895,NoChange,waas,no policy,0.0,1321.0,8.88499
0.05342039380800928,0.05244021467075974,0.03658750725234816,0.04422801144082153,20,1.421977454228169,0.08476138599558589,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.027154420998872303,-0.047485232850148,0.008403238291162324,0.04387196519350768,6,1.00797632372726,-0.07538495843923242,moreNature,waas,no policy,0.0,0.0,0.0
0.006546270718202282,0.006061867265062665,-0.041294891759938494,-0.023046425132262544,4,1.52996615585455,0.033918455401029945,sustainableGrowth,waas,no policy,0.0,0.0,0.0
0.001254196623563783,-0.04754294517580336,-0.0013121904757232713,0.02541975774824129,1,1.5526533089630234,0.0016861231388447804,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
-0.03532768737596598,0.04177265489574414,-0.06487319888909944,0.024446985419788028,14,1.2348203284695696,-0.03135723253923396,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
0.06765653494569518,-0.043421459950306135,-0.056477734799018985,-0.056976139054286126,7,1.2004262954137488,0.006800551195221939,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
-0.08387750060364244,0.06512807476180177,-0.0726866716398133,0.05945942845041394,16,1.2564623093344136,-0.0551812713492206,NoChange,waas,no policy,0.0,0.0,0.0
0.05895081118749587,0.06725655339672584,0.00573381323457238,-0.09475153140530136,9,1.4398555469579275,-0.024811757264556047,moreNature,waas,no policy,0.0,0.0,0.0
-0.06481596265573988,0.09569059009468114,0.09481540797197793,0.089245965002833,13,1.0062514018180455,0.03970008470350545,sustainableGrowth,waas,no policy,0.0,2436.0,19.7792
0.07484082819194633,0.002731095743950473,-0.08796873084424121,0.08002109055407766,2,1.5106435320473832,-0.029321451326181414,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
0.030543732645685637,-0.009242029601627205,-0.05606504107852338,0.09386341495769264,11,1.0912982473846915,-0.025150934600789474,urbanizationLargeAndFast,waas,no policy,0.0,2924.0,23.4644
0.0582440400965914,-0.01737127115221626,0.09783672154685785,-0.06888886730528751,24,1.3218447482651512,0.08595570603542366,sustainableGrowth,waas,no policy,0.0,2333.0,19.3813
-0.0022203193921019604,0.021800627126793787,0.02602689238141248,-0.001624928998646219,24,1.0416755843113756,0.04345302252704303,Deurbanization,waas,no policy,0.0,985.0,6.16
-0.0682295548085406,-0.007670221415436147,0.08610859087087325,0.09443524431654497,8,1.3217388125014855,-0.08612361375800005,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.03232860875227313,0.09009618641615287,0.08533665664123422,-0.08793583692964213,9,1.307812547726486,-0.022526480072778937,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
0.01885108249401453,0.0953973106965642,0.014637608534734363,0.004678844637325846,28,1.1794862751450472,0.0016733443303082185,urbanizationLargeAndFast,waas,no policy,0.0,2815.0,23.454
-0.0805391966661591,-0.09481170099703336,0.006788435088334154,-0.041410599510550886,26,1.1515920471520815,0.049227694485279416,urbanizationDeurbanization,waas,no policy,0.0,1781.0,15.6829
0.08893712223471059,-0.09231702163043452,0.05862124582424985,-0.07917667391733484,23,1.5585580098999938,-0.058395564190246614,sustainableGrowth,waas,no policy,0.0,4409.0,34.4019
-0.008097674771628649,-0.020668083568597888,-0.05752988255286939,0.07174600847608945,28,1.5365406612898589,-0.05568523600700615,urbanizationLargeSteady,waas,no policy,0.0,2751.0,23.1293
0.0973641161448729,-0.0883061286804635,0.08959368350259726,0.012966934018837112,20,1.4173677243334528,-0.08117517640587443,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
-0.07723157235597415,0.03713276299497395,-0.03427925624812318,0.028412064369796125,10,1.3141040166394422,0.05723181131503435,Deurbanization,waas,no policy,0.0,0.0,0.0
-0.04844295666635534,-0.07508997839183222,-0.003849679117001153,0.0827522233690611,29,1.0315917567631758,0.0937438321044071,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.018674687325445832,0.0018610547469289226,-0.05337701084588223,-0.010357442218210331,15,1.099130517509477,-0.05797539189268145,moreNature,waas,no policy,0.0,1256.0,8.88
0.01840226809396181,-0.0828037489896647,0.013678532231801864,-0.007244694041897745,27,1.5424429938566746,0.06793198538313638,Deurbanization,waas,no policy,0.0,1112.0,6.58944
0.06130319724278791,0.0525267591923862,0.07896048335736862,0.055113655703348606,1,1.4944768316231416,-0.021409782480390518,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
-0.0764188118882205,0.019294538192980614,0.07367993542332636,-0.05647286670625967,28,1.0955935910679624,0.027034308248418654,sustainableGrowth,waas,no policy,0.0,2277.0,19.6065
0.015716323771223756,-0.014257666066738712,-0.045728536054755166,0.08208851697047018,12,1.2735621569520064,0.04284753900034194,urbanizationLargeAndFast,waas,no policy,0.0,2714.0,23.2303
0.0721286981775505,0.06325395357992722,-0.03171387360829481,-0.023136787723718088,5,1.5446352463457305,-0.04496523831114288,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
0.0068999170494123685,0.0013518342471070116,-0.0130300671702719,0.09676691275560274,5,1.33773523999183,0.005696347690823582,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
-0.08511000382189304,0.04286625247285453,0.028822374498849564,0.009843425315339145,5,1.146389957802322,0.09687321238406119,moreNature,waas,no policy,0.0,0.0,0.0
-0.054833244958120496,-0.09686459122126084,-0.02953141149340935,-0.04585111952860069,19,1.2405825304943023,0.04360354655063911,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
0.0201148572664495,0.03001728119632455,0.011246919686630457,0.0634642413424176,5,1.019040175318688,0.05475263134519015,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
-0.05347973856627356,-0.09298002517965304,0.04560496796216021,0.04953881974478652,2,1.4979385173370472,0.03925335269246994,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.04960447056742773,-0.008792756485186404,0.06285493307059348,-0.016212311186307213,27,1.242675579792647,-0.03240516597856355,NoChange,waas,no policy,0.0,1354.0,9.309439999999999
0.06998122752345727,0.04719242347565378,-0.0061355132141512215,0.023421094971003392,2,1.1702529010865153,-0.04803554041616159,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
-0.022297618511538872,0.09084545679051267,0.035955364257918176,0.0662728835762702,16,1.1508705970041613,0.04331514397076755,moreNature,waas,no policy,0.0,1051.0,7.94842
0.00151540939200763,-0.001976200456658056,0.03331451098183691,0.03679386188699449,27,1.3868892825123975,-0.08306667116699516,urbanizationLargeSteady,waas,no policy,0.0,3115.0,23.717
-0.07514935123671279,0.09402550229732914,-0.0036431841550238334,0.027661142722359974,17,1.0174706691647126,0.07493444293648972,Deurbanization,waas,no policy,0.0,919.0,6.16
0.07108248671051524,0.08271749124973543,0.058221402318370113,-0.07690256928688828,27,1.1995886216093783,-0.08396582055788505,NoChange,waas,no policy,0.0,1438.0,9.309439999999999
-0.05166898354490716,0.06991467251101405,-0.06278493244019469,-0.07951107896512971,1,1.1684576901096555,0.08864422984238039,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
-0.05199789730158814,0.07000664499636408,-0.07461515738375035,0.09478761607992567,12,1.5788232519176746,0.08284000368659536,Deurbanization,waas,no policy,0.0,938.0,6.16
0.07023663270463071,-0.02022629714609038,0.02547981556413781,-0.03579493158395938,23,1.5092512622164498,0.06248834970519165,NoChange,waas,no policy,0.0,2211.0,14.8019
-0.022723252133816558,0.03533734471319197,-0.04772968221337348,-0.023571366740973904,27,1.3681121418915108,0.010297929338888331,urbanizationDeurbanization,waas,no policy,0.0,2156.0,16.3494
0.052683927880814524,0.034294731666030635,0.05701410402156065,0.01691405766295329,21,1.4906189414509514,-0.028250722494147656,Deurbanization,waas,no policy,0.0,1110.0,6.51162
0.014171664306317737,0.08678398718767377,0.06777322270822536,0.05169507154769632,6,1.2317506761624566,-0.07019182446586238,Deurbanization,waas,no policy,0.0,0.0,0.0
-0.04197199937865808,0.05175640164918,-0.026271383520197103,0.06663389537679756,25,1.555474474902339,0.07975512262226561,moreNature,waas,no policy,0.0,0.0,0.0
-0.009479156793292724,-0.09739910950409582,-0.008199736092664126,-0.016928355489736452,4,1.1970740712328485,-0.03445049743093724,sustainableGrowth,waas,no policy,0.0,0.0,0.0
-0.0762897894214493,0.09159366955023898,-0.09342341359285865,-0.04991494375386407,19,1.5084761765821333,-0.0938759442057185,moreNature,waas,no policy,0.0,0.0,0.0
0.020457427306843898,-0.024103341850751303,-0.039900039076399135,-0.04217636228092019,7,1.4056941054985344,0.08640065360330988,NoChange,waas,no policy,0.0,1080.0,7.95098
0.09557100114761047,0.008131960854333835,-0.07978534155516344,-0.06090289599036312,11,1.2691051777829514,-0.044356765551308734,Deurbanization,waas,no policy,0.0,1029.0,6.16499
-0.009753909829015,0.0486669636191384,0.0548759539361513,-0.0036480370472003337,20,1.433463221845363,-0.052090447007922175,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
-0.054381106360769836,-0.09943745459074473,-0.035893077403454904,0.09768567093132664,19,1.1732055825095498,-0.07449164730031088,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
0.03389715631151152,-0.06075170981614555,-0.06576070395499006,-0.06951383662114557,27,1.4055716146196444,0.06334947625688134,urbanizationDeurbanization,waas,no policy,0.0,2222.0,16.3494
-0.04049493577514104,0.08709241034315486,-0.05820866277819752,0.01847542259745702,23,1.5798631045089846,-0.022085582798908363,moreNature,waas,no policy,0.0,2094.0,14.8019
0.06716753427936495,0.0665732327396906,-0.09414408077674097,0.04713486957893373,17,1.5632639619538211,-0.07656543431335891,NoChange,waas,no policy,0.0,1311.0,8.88
0.0908824328886608,-0.03477782711302696,-0.04388902450339782,0.061440833983680075,1,1.1841626255469255,-0.016169756996569043,NoChange,waas,no policy,0.0,0.0,0.0
0.05192508430445003,0.05936186516483635,0.015450261033633313,0.06764215704994966,14,1.3009405916139094,-0.09612758306161713,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
0.05207431081657252,-0.09601599123715736,-0.049935787549549054,0.03194434110286076,11,1.129663000804927,0.06513904722293598,sustainableGrowth,waas,no policy,0.0,2466.0,19.3844
0.04036746453814885,0.029880303214245563,-0.04343521793732971,-0.007338224134274571,7,1.2025332853237287,-0.04479444761725943,urbanizationLargeSteady,waas,no policy,0.0,0.0,0.0
0.07544953375087368,-0.016340544590671663,0.08505708092743125,-0.07568633843842065,19,1.551116580989428,-0.09098915818715046,sustainableGrowth,waas,no policy,0.0,0.0,0.0
0.03153635747350855,0.00993696050932144,0.09584225933548833,-0.037954818867209035,20,1.0792770099783442,-0.05132438138152746,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
-0.030143091029900686,0.0598030705429865,0.05514287964995676,0.02384493314384404,23,1.376200385009804,0.05553683588967703,Deurbanization,waas,no policy,0.0,1589.0,10.1619
-0.05316142407797629,-0.08094995523953052,-0.07374873472290691,0.03104459387039465,13,1.5487894353264269,-0.04454219920891894,sustainableGrowth,waas,no policy,0.0,2462.0,19.777
0.06606572052347161,0.08722132365520946,-0.03374554908103285,0.045197066370687454,11,1.284784198430701,0.05350888501418169,urbanizationDeurbanization,waas,no policy,0.0,2031.0,15.7779
-0.06283518799803547,-0.023722994825476167,0.04698363523384628,-0.0684877223467576,2,1.4768811792400842,0.09766619870413304,sustainableGrowth,waas,no policy,0.0,0.0,0.0
0.07795252962246024,-0.08950274215170258,0.09476589211770371,-0.00022109414413322423,9,1.5198958289299125,-0.050826234644576335,NoChange,waas,no policy,0.0,0.0,0.0
0.048201604881094366,0.07365686405868394,-0.027398814301590024,0.01995586039360024,13,1.3272184620737164,-0.018314384143072737,NoChange,waas,no policy,0.0,1398.0,9.05696
0.01436664030552223,-0.08199670894194949,0.05694165330200888,-0.07717089611931521,3,1.2020850466045936,0.003571263295021706,NoChange,waas,no policy,0.0,1325.0,8.8839
0.07862780590247566,-0.008698695058803068,0.051157449604346095,0.08960034994597203,23,1.0118117023677404,-0.03225199836117625,urbanizationLargeAndFast,waas,no policy,0.0,5762.0,45.4496
-0.07896703896772735,-0.09184457737341725,-0.015101350405560737,0.017369271281468285,29,1.3339529054543249,-0.0012992574573309212,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
-0.047218533117310224,0.09903130602322532,-0.05288789666560072,0.04170540582682882,11,1.1533134143612989,0.07488743183958131,urbanizationLargeSteady,waas,no policy,0.0,2693.0,23.1379
0.04880148492259925,0.0867552869453113,-0.0014028836078247287,-0.022320501423903412,30,1.3213784987014707,-0.06623099677619244,sustainableGrowth,waas,no policy,0.0,0.0,0.0
0.02956632176961344,0.06066027514817515,0.008348587824113074,0.0687730962208172,11,1.3013722989117231,-0.07529526546173766,moreNature,waas,no policy,0.0,1327.0,8.88499
0.053718462012045935,-0.09143350316977042,0.07806596472785468,0.03789110762133397,24,1.5950227428942911,0.04720209448907542,Deurbanization,waas,no policy,0.0,996.0,6.16
0.004136672707707498,0.06322811033582344,0.09750031876074396,-0.09615212708549566,14,1.427133733019107,-0.03145082541494064,urbanizationDeurbanization,waas,no policy,0.0,0.0,0.0
0.07937298052201686,-0.03979534265908961,-0.0376364305509582,0.0790206307400524,6,1.1338485587479097,0.07809328273025964,moreNature,waas,no policy,0.0,0.0,0.0
0.026905863150611192,0.08823417250671392,-0.08458733947292275,-0.07920923789535923,10,1.0415353766453066,-0.031795409193113675,urbanizationLargeAndFast,waas,no policy,0.0,0.0,0.0
-0.05969321870998536,-0.07728964755893805,-0.0826915322752208,-0.05682532102355496,15,1.3446856929672562,-0.0821944455271093,urbanizationDeurbanization,waas,no policy,0.0,1787.0,15.6946
0.0256310008327306,0.07716952187163656,-0.05962221026001981,0.030369482284869406,14,1.2306212077464955,0.05190973512400463,NoChange,waas,no policy,0.0,0.0,0.0
